listing_id,summary
32526213,the location was  very  convenient.  Somerset  station  is  a  short  walk  away.
32528723,"condo was clean,  sleek,  modern,  updated  and  spacious  just  like the  picture. i fully  recommend  to all  guest  who  need  good  amenities  nearby."
32528971,apartment was a  super  -awesome  -awesome  apartment.
32533152,thisbappt  was  a  whole  month. the  place  is  conveniently  located.
32533341,Rajan's  service  and  communication  are  very  good. the location  is  very  good.
32534020," very  nice,  brand  new  flat  in  a  brand  new  condo  with  great  amenities.  mall  under  the  condo  where  you  can  buy  anything  at  anytime."
32576311,"the  location  is  NOT  IN  NUS,  but  30  minutes  away  by  bus  and  walk."
32623479,Definitely  recommend over  hotels in the  area.
32671732," the location  is  excellent,  as it  takes  five  minutes  stroll  to the nearest  MRT  station.  there  are  plenty  of  restaurants  in  the  next block  at  all  styles."
32723994,Very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast  response  very  fast |
32729464,"i  had  no  problems  with  the  heat  and  water  utilities  in my  room,  which was  a  huge  plus. the  bedroom itself  is 100%  private,  so  I  keep  my  valuables  locked in  there  instead of the  living  space."
32729775,i  will  stay  here  if  i  come  again.
32730296," a bit further  away  from  the  CBD  but  for  us, staying  away  from  the  crowds  was  perfect."
32732351,a  rare  find  with  an extremely  polite  and  responsive  host.  the  place  is  very  clean  and  stylish  with  all  the  essential  stuff.
32748783,the hotel is the best  in  town. close to everything u  want  including  3  lines of  MRT  and  many  shopping  malls/food  courts.
32777995,"excellent  communication  with  owner  -  very  quick  response  time,  room  &  place  is  safe  &  quiet."
32778749,Jun's  place  is  great  as  a  host  and is  always  ready  to  help  you  with  queries .
32818879, the  place  is  very  clean  and the  location  is  great  with  many  good  choices  of  food  around.
32821771," it's  a  brand  new  apartment  renovated,  very  nice  and  everything  is  new.  it's  a  10  min  walk  from  the  MRT ."
32822945,"clean,  private  and  Stylish  space .  Would definitely  be  back ."
32832467,Highly  recommended!!
32846195,"Kaurus is  nice  and  reply  very  fast  (in  10  minutes).  Tiong  Bahru  is  a  good  residential  place  to  stay  as  well,  the  bus  stop is  only  10  meters  away.  The  neighborhood  has  tons  of  cute  shops |"
32874731,the  host  canceled  this  reservation  3  days  before  arrival. the  host canceled  this  reservation  3  days  before  arrival.
32906878, apartment  is  bigger  than  expected  and the  amenities  of the  property  is  beyond  amazing.
32949187," Excellent  host ,  Great  communication  and  smooth  check  in ."
32949544,Tiong  Bahru  road  nice  and  clean.
33050985," great  space,  great  local  restaurants,  walking  distance  to  variety  of  eateries."
33060127," Very  nice  arrangement,  Mall  just  next  to  the  place  Amazing  place  Will  come  again "
33076582,the apartment is  well  equipped  with  kitchen  and  two  bathrooms  and  in the  room  there  is also  a  desk  and  wardrobe  in  a  small  room.
33085362,Hillary was  easy  to communicate  with  and  timely  with  every  request.
33098686,Clinner was  polite.  very  easy  to travel  around.
33216747, very  warm  and  friendly  host.  was  quick  to respond  to  questions.
33330793,chinatown is a great place to live in chinatown. chinatown is a great place to visit if you're in the area.
33347361," this  one-bed  room  is  spacious,  high  ceiling,  and  has  a  sizeable  storage  room.  The  lap  pool is  great  especially  during the  circuit  breaker  period."
33378659,Terrence's  place  is  perfect  for  anyone looking  to  stay  in  Singapore. it  is  right  next  to  NUS  which  is  one of  the premier  universities  in  the  country .
33388955,Jayanthi  really helped  a  lot  and  very  helpful  during  the  stay.  stayed  at  Bella's  apartment  for  about  a  week.
33394388, very  nice  and  comfortable  it  is  fantastic  to have  a  relax  lying  on  bed  with  Apple  Movie  in  good  sound  system.  friendly  owner  rarely  greets  us  ever since.
33436577, the  house  is  in  the  gated  community.  the  house  need  a  proper  cleaning  ad  there  is  hairs  from the  previous travelers/tenants.
33460906, Liu  and  Zhong  are  a  very  friendly  couple.  can  talk  to them  about  anything.
33490643,"the location is  superb,  there  are  many  places to eat  from hawkers  to  cafes  just  5  minutes  walk from the  place."
33536365, my  large  family  was  happy  booking  2  rooms  for  my  large  family.
33604275,the apartment was very clean and the location was  great. the staff was very  good  and  helpful.
33604276,"the  listing  doesn't  mention  it, but  there  might  be  two  different  units  that are  identical  that are  owned  by the same  host. the  location  was  quite  convenient  and  near  a  station  and  big  mall."
33604552,"the rooftop was  amazing  during  the  day  and  night  time. it was  so  clean,  but  noisy  cz."
33604718,"despite its  proximity  to  Haji  Lane,  I  was  surprised  at  how quiet  the room  was  at  night  (even  on  a  weekend  with a  block  party)"
33622349, poor  value  for  money  even though  our  stay  was  overall  fine.
33634552," Bella   is  very  close  to the  MRT  Station  and  bus  stop,  so  you can  go  anywhere  to  explore  Singapore.  The  place  was  spacious,  comfort   and  clean  with  complete  amenities."
33669171, very  good  place  to  stay!  the  host  is  GOOD!  my  flight  is  6pm.  no  place  to  go.  she  let  me  late  check  out!
33678136,the  host canceled  this  reservation  24  days  before  arrival.
33722089," the  building  is  friendly  with  AirBnB,  even  seems  against  its  rule."
33734018,the hotel is a great choice for a holiday away from home. the staff are very friendly and helpful.
33748928,i really  enjoyed  my  stay  here. i've  stayed  in this  room  to my  great  satisfaction.
33792104,A  good  location  and  worth  the  value.
33836101,the  host canceled  this  reservation  8  days  before  arrival.
33885738,great  location.  fantastic  food  and  great  location.
33888989,"the apartment was  very  well  decorated,  and was  quite  spacious. the downside  was that  it didn't come  with  proper  kitchen  setup."
33953077,"the apartment is in a great location, with a great pool and jacuzzi. it is a great place to stay if you're in the area."
33981233,Stylish  apartment  in  a  great  location.  fully  furnished  and  nice  details.
33982757,the location is  in  chinatown  and  very  convenient  and  fast.
33999107,a  good  variety  of  food  all  around  and  is  quite  central  to  travel  around.
34052336,the  host canceled  this  reservation  5  days  before  arrival. the  host canceled  this  reservation  5  days  before  arrival.
34071208,"the  room  layout  is  reasonable, the  tatami  design  is  very  good. the  transportation  is  very  convenient."
34071596,the location was  great;  walking  distance  to mrt  and  Chinatown. the staff were hospitable  and  nice.
34071837,"the 1888  hotel is  located  in  the  middle  of  Chinatown. the  room is  super  clean  and cosy,  perfect  for  a  couple."
34072244,the hotel is located in the heart of chinatown. the location is  very  convenient. the hotel is a great value for money.
34073545,"it's  a  very  near  chinatown  MRT  station. it's  a  big  room  than other  rooms,  but  you  have  to  climb  the  stairs."
34076777, the  place  is  so  good.  the  host  is  so  great.
34082010,"Hillary is a very  caring  host,  very  helpful  and  very  thoughtful. I  really  enjoyed  my  1  month  stay."
34186257,                                                        |
34236667,staff were  also  very  kind. hostel is  cheaper  than  Singapore's  murderous  prices.
34243743,the  host canceled  this  reservation  3  days  before  arrival.
34288316,Value  for  Money 
34346401,Good  place  to  good  place  to  good  place  to  staustain 
34352644," it's  central,  just  a  short  walk  to  the nearby  malls  and  MRT  station.  highly recommended,  we'll  be  staying  for  our  next  visit to  Singapore."
34454047,"i spent  eight  days  in  Singapore  and  eight  nights  in the  house.  the  house is  small  and  has  all  kinds  of  necessaries.  everything  here  is  worth  looking  forward  to,  the  only requirement  is that  your  english needs  to  be"
34489654,the  room  and  shower  are  nice  and  clean  with  natural  light  and  ventilation. the  house  is  a  bit  far  from  bus  stop  and  local  supermarket.
34526007,"little  india  just  5  minute  walk,  Bugis  15  minute  walk.  very  easy  to  reach  the  location  of this  apartment,  from farrer  park  station  exit  F  just  2  minute  walk."
34569244,steph  is  a  young  guy  and his  place  has  the  decor  of  a  clean  guy  in  his  20s.
34569884, it was  a  comfortable  one  night  with  a careful  consideration  of  STEPH.  Less  than  expected.  Rather  misrepresented.  only  good  thing  is  the  good location.
34579286, there  were  3 problems  unsatisfied  me.  there  were  3 problems  unsatisfied  me.
34654117,"Nice, common areas  could  be  more  clean."
34804905, very  friendly  host  was  gracious  and  kind  enough  to allow  my  last  minute  booking.  very  friendly  and  obliging.
34819352,"the  place  is  near to the  mrt  station,  5-10minutes  walk  from  the  unit  to the  station. the  place  is  clean  and  comfortable."
34909012, the  feeling  of  the  home:
34949534,"Paridhi  was  clean  and  very  central  to  town,  which  I  loved. Paridhi  was  a weekly  linen  service  which  was  amazing  for  a  four  week  stay."
34951369,the  host  canceled  this  reservation  the day  before  arrival.
34964444,Very  helpful  host  very  helpful  host.
35026116,all  that  mattered  to  me  was  good  location  and  this  checked  that  box.
35041142,"the  rooms  are  good,  all  facilities  are  very  complete,  live  comfortably,  the  environment  in  the  community  is  great,  there  are  swimming  pools,  the  landlord  is  also  very  good,  the  map  is  very  thoughtful  to  paint  the |"
35077531,"bakuteh  restaurant  in  front  of  this  capsule  hotel  was  awesome. breakfast  very  basic,  but  included."
35077950,"Singapore  has  lots  of  capsule  hotels.  this  one  puts  you  right  by the  river  canals  and  not  far  from  museums/Chinatown,  which  is  nice."
35082329,"everything  is  very  stylish  and  clean. there  is  a bit  of  noise, but  if  you re  a  city  person  or  traveler  accustomed  to shared  spaces,  it  not  a problem  all."
35102472,jayanthi's  is  a  very  hospitable  and  approachable  host. the  place  is  in  a  very  safe  locality  close to mrts  as  well  as  Mustafa  center  and  many restaurants.
35181133,Clean  is  important 
35185755,nice  great  hostfuss  free  check  in  and  out.
35185822,Neha  is  very  kind  and  helpful.  Very  supportive.  Br  Good  Gear  Solution  Pte  Team.
35237622," the  geographical  location  of  the  superb,  whether  it is  a  Merlion  attraction  or  a  ox  cart  water,  you  can  walk.  the  community,  it  is  still  very  cost  -effective."
35300552, you  can  leave  your  devices  charging  in  a  safe  place  when  going  out-  location -  great!  you  can  leave  your  devices  charging  in  a  safe  place  when  going  out-  location
35300977,"it's  really  clean,  it's  a  bar  downstairs,  it's  a bit  noisy  it's  a  bit  noisy  it's  a  bit  noisy  it's  a  bit  noisy  it's  a  bit  noisy "
35302676, a  really  cool  vibe  down  in the  lobby.  the  lift was  very  cute.
35335972,Thad's  was  great!  will definitely return  next  time  I  am  in  Singapore!
35336070, the hostel  is  new  and the  surrounding  neighbourhood  is  quite.  Highly  recommend  clean  and  comfortable  stay.
35359778,"our  group  had  a  great  stay in  Singapore.  Host  is  very  sweet  hehe,  very  attentive  and  accommodating  to our  needs."
35363901,"the  place  is  near  the  bus  stop,  so  will  be  very  easy  to  go  anywhere."
35396427,the  host  canceled  this  reservation  5  days  before  arrival.  this  is  an  automated  posting.
35397761,The  staff  is  super  cool  I  recommend :)
35469684, e                                                       |
35483332,Neha  is  a very  good  communicative  host.
35483354,Neha's apartment was  really  clean  and the  staff was  friendly  and the  rooms were  comfortable. it was  really  nice to have  the entire  family together as  we couldn  t  do  this  at a  hotel.
35483358,the  host  canceled  this  reservation  the day  before  arrival.
35723337, the  host  canceled  this  reservation  32  days  before  arrival.  the  condo  has  a  swimming  pool  and is  at  a  20-minute  walking  distance  from  NUS.  she  is  really  nice  and  thoughtful  host.
35744548," it was  heaven  there  Small,  clean,  comfortable  room.  shared bathroom,  also  clean.  enjoyed  the  hospitality  of  the host  &  the  cat."
35747289, the  room  was  amazing  but  kinda  sad  i  have  to go up  for  the bathroom.                                   
35818107,"if  you  come  to  Singapore  in  the  future,  you  will still choose  here,  and  friends  who come  to  Singapore  will  live  here."
35883311," there  is  lost  of  privacy  and  security,  you  choose  your  own  combo  for  your  locker.  Capsules  were  really  quiet  considering  the location."
35883439,"compared  to the  number  of  people, there  is  a  lack  of  space  or tableware  to eat  breakfast."
35885309,the hostel was a great place to stay if  your  looking  for  a  family  filled  hotel. the  cube itself  was  a little  smaller  than  expected.
35961334,"despite  some  aesthetic  defects, the  room  is  very  clean."
35991648,                                                       |
36008984,Tia  was  extremely  helpful  for  my  travel  arrangement.
36009935,Neha  is  realy  nice  and  helpful.  This  place  is  very  convinence.  Thank  you  Neha  and  we   will come  back.
36013750,A  beautiful  Place  Beautiful  Beautiful  Location  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful  Beautiful |
36080117,the  host  canceled  this  reservation  75  days  before  arrival.
36122224,Tia  was  a  great  communicator  and  easy  to work  with. overall  had  a  blast  staying  in  Singapore!
36129690,nice  stay!  Thank  you  host!
36130748,"location  is  super  convenient,  minutes  walk  to  MRT,  buses  downstairs.  Several  7-11s  and  supermarkets  downstairs,  lots  of great restaurants  to choose  from!"
36156663,Exactly  as  advertised.  Super convenient.  Recommended!
36212391,"Brandon  is  a  great  host,  and a  very  nice  person. he provides  a lot of  help  for  me  in  my  first  day  in  Singapore."
36214603,"Brandon  was  a  quiet  and  peaceful  place,  great  for  affordable  long  term  stay."
36216542,alee's  room  was  spacious  and  clean  and the  stay  was  comfortable  only  until  she  arrives.  she  started  posing  unstated  rules.  she  even accused  us  for  some  mess  in the  bathroom  which  we  didn't  create.
36226718,"a  great  place,  in  a  new  and  fancy  apartment  with  various  facilities.  my  stay  here  was  great.  the  host is  super  nice."
36252767, everything  was  great  for  3  adults  and  3  kids 
36264042, a  nice  person  to deal  with  and  most  importantly  that  he's  responsive.  everything was  as  mentioned  on airbnb  and  as  per  the  emails  and  guidelines  sent.
36285087,the location  is  so  perfect!!  the  price  is  very  high.
36285346,great  communication.  fast  and  easy  reservations.  very friendly  and  accommodating.
36354920,"Host:  fast  response,  polite,  niceRoom:  spacious,  clean,  good  locationThanks  for  hosting ."
36530311,it  met  our  requirement  for  4  week  stay  at  Singapore.    Wish  the  double  bed  can  be changed  to  a  single  bed  to  create  more  space.
36570785,Definitely  recommend  Good  nomad  is  a  great  host  and  extremely helpful  and  communicative.
36618900, the  overall  ambience  was  okai  actually  just  lack  of  lift  but  it  was  fine.  the  rooms  was  fine  same  goes  with  the  toilet  and  small living  room  for  all  of  us.
36760495," compared  with  the hotel,  there  were  more  comfortable  sense  of  home  and  felt  good.  compared  with  the hotel,  there  were  more  comfortable  of  home."
36808814,Nancy  was  very  accommodating  and  friendly. s  an  interesting  little  house  located  in  the midst  of high  rise  condos  and  HDBs.
36852543,Great  place  Great  place 
36855460," the  building  passed  our  expectations  by  miles  as  there  so much  space  on  different floors  to  chill  out.  There  is  pretty  much  everything  you  need  in  the  condo  and  restaurants,  coffee  shops  and  supermarkets  are  close  by."
36855972, Great  location  and  amenities.  Will  consider  coming  again  time 
36857064,"the  complex is  located  next  to  Kampong  Glam  (bars,  restaurants,  shops). the  complex is  located  next  to two  subway stations ."
36857645,"Great  place,  nice  staff,  very  nice  nighborhood!"
36860135,"Jay  is  a  very  nice  host,  very  reponsive."
36989732,"Regina  is  a  very  nice,  generous  &  friendly  host.  feel  like  home,  and it  is  very  clean."
37111118,a great  place  to  stay  and  location is  very  convenient.
37141391,Nice  like  it 
37169326, the  facilities  in the  room  are  very  humane!
37219959,the  police  raided  the  building  because  there  was  some  guy  renting  the  place  and running  a  prostitution  racket  out  of  the  place.
37219965, the  kitchen  is  very  dirty.  a  place  to  sleep.
37219971,Singapore is a great place to stay if you're looking for an affordable  stay. if you're looking  alone  and  are  looking  for  an affordable  stay.
37257081, we  came  to  Singapore  for  the  first  time  and  gave  many  practical  travel  suggestions.
37313724,Very helpful  and  responsive!
37334803,"the pool is gorgeous,  big  and  clean. the room is also  big  and  stylish."
37419221,"the location is  good,  near  to the  train. but  cleanliness  of the  room  should  be  improve."
37484436," great  hospitality  by  the  owner  and  very  friendly,  and  even  cooked  me some  food.  Definitely  recommended!"
37542721,the  host was  so  caring  and  he  even  reply  to my  message  fast  when  i  need  help. his  team was  helpful  too  and  very  fast  when  we  need  them  urgently.
37554967,"small  hostel  for  tight  budget,  friendly  welcome  and  close  to  2  metro  lines."
37576690,the  host canceled  this  reservation  8  days  before  arrival.
37587133,Neha's apartment was a great choice for me and my  friends. the location was great and the pool was amazing.
37605217,the  place  suits  my  lifestyle.  there  are  at  least  5  food  courts  nearby.
37619286," Gap  Year  Hostel was  shit,  we  waited  10  minutes  for  the receptionist  to  attend  to us  elsewhere  during  working  hour,  unbelievable."
37647172,the apartment was  situated  in  the  heart  of  Clarke  Quay. the  decor  was  tasteful  and the  accommodation was  well  appointed.
37757787,kallang  mrt  by  walking.  a great place to visit.
37788787," the studio  is  clean,  quiet  and  is  well  equipped .  not  to forget  to  Jalan  Besar ."
37789401,"the  host is  responsive  and  helpful. the  location  is  excellent,  close  to amenities  and  in  the  city  fringe."
37790507," perfect  for  3  months  or  more  convenient  location,  good  for  single/couple/small  family."
37905248, host  is really  helpful!
37916346,"the  Hmlet  is  a  community  focussed  co-living  that  offers  a  range  of  amenities.  I  spent  a  week  there  working,  doing  meetings  and  feeling  super  productive."
37924392, it's  a  short  walk to  the  MRT  and  there  are  tons  of  nearby restaurants.
37947662,mark  and  Jane  became  a  second  family  for  me  during  these  times  of  lockdown  and  restrictions.  they  belong  to the  nicest  people  I  have  ever  met  in my  life.
37980033," the  working  space  can  be  used,  but  it  cannot  be  used.  There  are  no  windows.  I  was  refused  many  times,  but  him  to  change  the  room.  Next,  Wi-Fi  did  not  connect."
37981411,the hotel is in a great location in the heart of singapur. the staff were very helpful and the room was clean and comfortable. the main issue was that there was no hot water.
37984003,studio  very  small  but  very  comfortable  and  very  clean.
37984524,i booked a  single  room.  more  spacious  than  I  thought.  receptionist  and cleaning  service  are  very  friendly  and  nice  people  beyond  my  expectations.
37986233,"overall  experience  is  good,  just  a  pity  for  the  bad  attitude  of  one  of  the ladies  at the  front  desk. highly  recommended  unclear  instructions  from  info  counter ."
37999599,"the  staff  are  extremely  friendly,  accommodating  and  understanding. the  Hmlet  is  a  fantastic  place to  stay  for  travelers, even  those with  Children."
38005247,the  host was  kind  enough  to arrange  a  good  place  that  met  my  needs.
38026889,"the  staff  is  very  enthusiastic,  and the  sanitary  cleaning  is  very  good. the  room  is  quite  small  although  the  bed  was  comfortable."
38035489,Wow!  Yeah!  Oh  yeah!  Amazing!  Super!  Super!
38056679,"  yes,  their  home  cooked  meal  treats,  yummy!"
38134989," the  24hour check  in  was  a  big  plus.  the  communal space  was  great,  very  stylish,  air  conditioned  and  with free  teas  and  coffees  on  tap.  the  only  negative  is that  our  room  wasn  t  made  up |"
38136195, Lovely  host.  great  to  organise  with  her.  Highly  recommend .
38166428,Jay  is  a  great  host.  he  responded  very  fast  to  my  messages.  The  place  is  kept  super  clean  and  provides  once a week  housekeeping  services.
38305984, Wee  has  been  taken  great  care  of  us.  The  place  is  next  to the  shopping  mall  and  quite  convenient.
38308020, bed  was  lumpy.  blanket was  a  throw.  there  were  no  towels  available.  there's  no  toilet  paper  either.
38388737,"the  Rest  Bugis  is a great hotel for a great value. the hotel is located in a great location, with plenty of food and options. the staff is very friendly, accommodating and caring."
38399837,i  highly  recommend  this  place. a  very  nice  host  as  everyone  in  the  apartment.
38417543,anie  and  Adi  are both  very  nice  and  hospitable  hosts.
38471875," it  is  not  equipped  with  basic  amenities,  especially in  the  kitchen,  which  make  it  impossible  to  cook."
38496138,it was  a  great  and  definitely recommended  for  others  looking  for  a  comfortable  place!
38530815,Very  close  to  MRT .
38639800,"very  good  landlord,  very  enthusiastic."
38681479,"apartment is  lovely  and  cozy,  exactly  like the  pictures.  it's  well-maintained  and  clean."
38682873,it  was  a  pleasure  to  be  in  this  flat.  Quick  reply  n  fast  fixing  of  defects  in  unit.
38788624,"The room was clean,  conveniently  located  and  great value."
38910295,location  is  central  and  plenty  of  good  food  nearby.
38914093,"the location is  good,  easy  go  to the  centrum  by  walk  in  half  hour,  metro  station  10  minutes  walk ."
38916143,the  location  was  good  and it was  easy  to  play.
38935611,the location was excellent and the host was very responsive to requests for cleaning and changes. the hotel is a good value for money considering the location.
38939902,"hotel is in a good  location,  10minutes  walk to  public transport  and  little  india."
38951604,"the  location  of this  house  is  very  good,  and it  is  very  close  to the  downtown  area."
38965851,"Clem  was  very  considerte  as  a  host. the  location  is  quite  superior,  and I  will  choose  next  time."
38986386," the pool  is  on  the 4th  floor  A  beautiful  modern  hotel.No  breakfast, despite  comments  or  precision  photos."
38986709,"if you  provide  early  breakfast,  you  can  eat  it  well! The  swimming  pool  is  also  good  upstairs."
38987390,"the hotel was  clean  every  day  and the  towels were  also changed  every  day. the bathroom  was  okay, but  toilet  flushing  from  time  to  time  wedged,  was  annoying."
39014250,the hotel was very clean and the staff were friendly and helpful. the pool was closed at 6pm and the hotel was a tourist attraction.
39014610,the hotel's facilities are old but  well  cleaned  and the rooftop pool can be borrowed  for free  (reservation  required)
39115031,Good morning everyone!
39119402,"the hotel is a bit dusty, but the staff is friendly. the swimming pool is not bad."
39123066,Brandon  is  a  great  place to  stay  for  long  term  travelers.
39158146, I  have  been  there  for  almost  an  entire  month.  it  was  such  a pleasant  experience  that  I  truly  wish  there  would be  another  chance to  book  and  stay  again.
39212874,it's  rare  to find  a  service  apartment  at such  a  good  location. the  flat  was  a  little  far  from mrt  or bus  station  but the  area  itself was  right  near chinatown.
39281565,"apartment is  an  easy  7-8  minute walk  to  MRT,  Heartland  Mall  or  10  mins  to the  Surin  Avenue  park."
39293936, Joyce  is  a  super  great.  Host  is  super  friendly  and  helpful.  Place  is  clean  and  convenient.  Me  and  my  son  had  truly  enjoyed  our  stay  with  her.
39325093," Her  cozy  and  exotic  place  was  perfect  for  me.  She  shared  every  space  including  kitchen,  living  room,  storage,  and  terrace!  She  gave  me  good  info  on  tourist  spot  and  invited  me  to  her  visiting  Art "
39338786,i would definitely  be  coming  back  again. the location is  great  and the  amenities  are  nice.
39380253,the  host  canceled  this  reservation  3  days  before  arrival.
39401038, Apartment  was  great  -  amazing  location  and  view.
39451138,"hotel is  little  far  from downtown,  but  it  is  about  20  min  to  Orchard  by  bus,  so it  is  very  useful."
39451764, the  cleanliness  of  the  bathrooms  &  toilets  are  not  wow  because  of  the  tenants  usage.
39488084,It was  very  easy  to  live  near the  station.
39488323," a  gracious  host,  which  we  have had  smooth  communication  with.  a  very  good  experience.  a  very  good  experience."
39589304,"i  was  quite  clueless  of  swab  station  locations  thankfully,  front  desk  staff  on  the  13/01  night was  so  nice  to look  thru  the  closest  location."
39603119,"Philip  is  nice  and  friendly,  very  accommodating.  I  still  love  to  stay  there."
39612598,Cool  place  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool  cool |
39638066,Stay  Empty  It  feels  okay  it  feels  okay 
39641124,i  had  a  really  good  rest  at  this  place. i  hope  to be  back  soon.
39641470, a  unfortunate  experience  with a previous  host who  canceled  surreptitiously  so  we  were  very  grateful  to  find  this  Airbnb.
39641568, great location  great value  and  great  place  to  stay  in.  bathtub  is  a  huge  plus!
39655270,Jay's  place surpasses  my  expectations!
39657837,"the apartment was very clean,  sleek  and  modern,  airy  and  bright. all amenities  you  need  are  in  place."
39679521,"despite  the  cancelation, it was a great host."
39689162, a  great  stay  - lots  of  cafes  and  eateries  surrounding  the  area.
39732502,"Jane's  home is  spacious  and  bright,  and it  is  exactly  the  same  as the  photo. the  location  of  the  community  is  close  to the  airport."
39822559,Very  good  place  to  stay.
40048607, graciuos  is  the most thoughtful  and  thoughtful  ever.  he  has been  in  Singapore  for  many  years  and can  recommend  you lots  of places  to  have  fun!
40120214, great  apartment.  location  amongst  the  best  bars  and  restaurants  are  at  the  doorstep.  Quiet   at the  same  time.
40120307, our  stressful  stay  in  Singapore  made  much  better  thanks  to  team  Jay  and  this  cozy  apartment.
40198092," this  airbnb  offers  a  unique  experience  in  Singapore,  not just  expats  but  locals."
40202857, no  windows  and  is  very  dark.  Nobody  clean  the  house  during  the  2  months  we  stayed.
40211954,"Affordable,  nice  place,  helpful  host  and  great  location."
40213569,                                                      .
40226189,a  understanding  and  responsive  host who  is  able  to  be  flexible  and  attentive  towards  my  request.
40267527," I was  staying  for  around  a  week  and  had  a  great  pleasure  to spend  some  time  with  Alex!  The  atmosphere  is  quite  laid-back,  the flat  is  new  and  very  clean."
40267722,the  flat  is  brand  new  and  super  clean.  100%  the  host was  very  nice  the  house  was  better  than  what  was  expected.
40314128,Nice  and  Quiet  Rental!
40315763,Sun  Fool  Sun 
40316461,"Carolyn's  place  is  very  clean,  the  host  were  approachable...  highly  recommended.  My  questions  were  promptly  answered."
40351507,Terence's  condo  in  Katong was  a  pleasure  to  stay . location  is  great  being  in  close  proximity to  Katong  and  Joo  Chiat  with  many  food  and  beverage  options.
40361907,"'s  place  is  really  nice  place  for  a  young  couple. if  you are heavy  Netflix  or  Youtube  user,  please  consider  it  again."
40456301,"location  is  really  great;  really  near  the  station,  food  places,  fruit  market ."
40516462,i really enjoyed my stay at your  place  and  I  really enjoyed  it.
40552643,"evangeline  and abi  are  the  best  hosts,  always  ready  to  help  and  with such  cool  vibes. there's  a  cool  common area  for  meals  and  I  love  the  color scheme  of the  kitchen  it's  so  statuesque."
40571566,abi  is  a  gentleman  and we  hope  he  acquires  more  wealth  to  get  more  and  better  hostels.
40597192,the  host canceled  this  reservation  10  days  before  arrival.
40641448,Singapore is a great place to stay if you want to explore the city. it's a short drive away from the city centre. it's also a great place to eat.
40642051,the  place  is  very  quiet  and  free  WiFi . the  place  is  very  quiet  and  is  very  quiet.
40642810,"there  are  no  stores  next  to the  apartments,  only  machine  guns  with  drinks."
40663631, place  is  slightly  far  from  city  centre  but  the  acess  is  convenient  with  public  transport.  it's  about  a  45  minute  to  1  hour ride  using  public  transportation.
40681844,the unit was very  comfortable  with  complete  utensils.
40690201,the location is  excellent.  it's  very  convenient  for  our  needs.  Very happy  about  my  time at  Andy's  place.
40692679," great  place  (location  &  amenities),  easy  communication  makes  it  easy  to  enjoy ."
40708485,"the  room  is  exactly  the  same  as  the  photo,  it  is  around  8mins  walk  to the  nearest  bus  stop. the  room  is  clean,  large  and  with  attached bathroom."
40712903,"Jian's place  is  located  at  newly  condominium  in  a  suburb,  about  5  minutes  walk  to the  lakeside  station  or take  3  bus  stop  ride  to  Chinese  Garden  station."
40736423,the hotel is very well placed to visit  Singapore. the transport is very  close.
40736566,a great place to stay for a business  trip. a very clean and stylish place with everything you need.
40748133,the  host canceled  this  reservation  6  days  before  arrival.
40765359,Joanne  is  nice  and  friendly  with  one  of the  nicest  room  out  there.  services  by  the  male  stuff  can  really  be  improved 
40769351, Kaurus  is  the  friendly  and  supportive  host.  it  is  good  if  you can tolerate  these  roads  and  vehicles  back  ground  noise.
40789842," I  was  not  staying,  no  other  form  of  compensation  was  given.  I  was  not  staying,  no  other  form  of  compensation was  given.  I  was  not  staying,  no  other  form  of  compensation was  given."
40809878,"a  compact,  clean  and  minimalist  studio  apartment  ideal for  workations."
40816592,the  place  is  not very  close  to  city  centre  but  easy  access  to  everything.
40833390, the  place  is  very  clean  and  quiet.  the  people  are  friendly  and the  cleaner  are always  offering  something to  eat.
40855337," nice  place  with  quite  neighborhood  outside,  very  clean  with  brand  new  interior  inside  the  house.  The  host  is  very  accomodating.  Nice,  comfortable,  functional  and  confirtable ."
40875632, it takes  about  2-3mins  to  Bras  basah  station  and  10mins  to  Citi  hall.  there  are  a lot  of  restaurants  and  shopping  mall  around  this  place  is  nice  to  walk  to  marina  bay  sands.
40881888, one  of  the  best  places  I   ve  stayed  in  Singapore.  very  calm  and  nice  didn  t  even  that  we  stayed  in  busy  Singapore.
40904017, very  quiet  and  green.  The restaurant  downstairs  serves  really  delicious  and  affordable  meals.  Laundry  and  housekeeping  is  included.
40904925,"the  hostel  is  very  quiet,  even  in the  morning. there  is  no  kitchen  and  there is  not a  really  big  place  to sit  and meet  people."
40909907,"a  great  place,  conveniently  located  right  next  to  malls  and  eateries.  a  pleasant  stay  a  great  stay ."
40933623, the  host  and  the  housekeeper  are  kind.
