listing_id,listing_url,name,description,picture_url,host_id,host_url,host_name,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,price,has_availability,number_of_reviews,review_scores_rating,calculated_host_listings_count,good_review_rate,popularity_score
41626102,https://www.airbnb.com/rooms/41626102,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 1 bath,"The apartment is seated right in the center of the bustling city. Its located close to the Central Business District (CBD) of Singapore and a 10 minutes walk away from the famed shopping areas, Orchard and Somerset!<br /><br /><b>The space</b><br />720 qft<br /><br /><b>Guest access</b><br />The guest will have access to swimming pool, gym and garden apart from the complete apartment<br /><br /><b>Other things to note</b><br />No parties allowed only for residential use",https://a0.muscache.com/pictures/e339e3cc-b9f0-46c2-a471-978cdf51a11d.jpg,238891646,https://www.airbnb.com/users/show/238891646,Neha,0,River Valley,Central Region,1.29529,103.84,0.5,4,465.0,t,0,,121,0.0,39.492502
41650236,https://www.airbnb.com/rooms/41650236,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,"The one bedroom serviced apartment is perfect for expats who are looking for a more spacious and comfortable living space. With a fully furnished bedroom and living room, there is plenty of room to move around.<br /><br /><b>The space</b><br />450 sq ft",https://a0.muscache.com/pictures/5fafba74-daf3-4f1d-8743-fd494a416c5d.jpg,238891646,https://www.airbnb.com/users/show/238891646,Neha,0,River Valley,Central Region,1.2951,103.84071,0.5,2,325.0,t,0,,121,0.0,39.268832
41652432,https://www.airbnb.com/rooms/41652432,Condo in Singapore · 1 bedroom · 1 bed · 1.5 baths,This is en-suite master bedroom in a new condo which is next to Lakeside MRT station; waking to MRT station is about 2-3 mins; there is cooking facility inside the house and washing machine and Fridge is available. There is also beautiful 50m signature swimming pool and well-equipped gym room for free and unlimited use by guests.<br /><br /><b>The space</b><br />It’s just next to Lakeside MRT station which is extremely convenient for you to travel to most parts of Singapore<br /><br /><b>Guest access</b><br />U can use the pool and gym.<br /><br /><b>During your stay</b><br />I can be reached most of time,https://a0.muscache.com/pictures/9c6bf12e-f686-4225-95dd-444b2d3ba963.jpg,306042905,https://www.airbnb.com/users/show/306042905,Sun,0,Jurong West,West Region,1.34182,103.71784,0.25,2,99.0,f,0,,1,0.0,0.5563705
41693901,https://www.airbnb.com/rooms/41693901,Condo in Bartley · 1 bedroom · 1 bath,"Fully furnished 1BR apartment surrounded by nature, located at strategically situated at the city fringe, near Singapore Sports Hub, Paya Lebar, and Central Business District. The unique location offers the tranquility of suburban life near the Central Business District and Orchard Road are a 15-minute drive away.<br /><br /><b>The space</b><br />""This new and cozy one bedroom apartment is located 3 minutes walk from Bartley MRT, in the Paya Lebar neighbourhood, one of the most cultural and dynamic part of Singapore. Highlighting the after dark events in Singapore, lots of local eats and hangouts, this area is a truly vibrant neighbourhood for a unique living experience in Singapore. <br /><br />The apartment comes with a spacious living area, open concept kitchen, one bedroom with comfortable queen size beds, en-suite bathroom, a balcony, and wardrobe.<br /><br />The apartment comes fully furnished including the following amenities: <br />- Complimentary Wifi<br />- 1 Queen Size Bed<b",https://a0.muscache.com/pictures/43ddd6c0-23ee-4bb3-bcf4-117f8b5d58fc.jpg,66406177,https://www.airbnb.com/users/show/66406177,Jay,1,Toa Payoh,Central Region,1.34103,103.88288,0.5,2,127.0,t,0,,144,0.0,46.699103
41694436,https://www.airbnb.com/rooms/41694436,Condo in Orchard · 3 bedrooms · 4 beds · 2 baths,"This Condominium/Apartment is accessible through the nearest train stations such as Great World MRT (TE15) and Somerset (NS23). The nearest primary schools are River Valley Primary School, Alexandra Primary School, and Zhangde Primary School.<br />This property is close to amenities like Cold Storage Great World City, Cold Storage Valley Point, and NTUC Fairprice (Valley Point). The closest shopping malls are Great World City, Valley Point, and Valley Point Shopping Centre.<br /><br /><b>The space</b><br />The apartment comes fully furnished including the following amenities: <br />- Complimentary Wifi<br />- 2 Queen Size Bed ,2 Single bed<br />- Sofa <br />- Air-conditioning<br />- Curtain<br />- Microwave <br />- Stove<br />- Electric Kettle <br />- Refrigerator (with Freezer)<br />- TV<br />- Shower Amenities<br />- Iron<br />- Hair Dryer <br />- Kitchen Cutleries/Utensils <br />- Washer and Dryer<br />- Hangers<br />- Balcony Furniture<br /><br /><b>Other things to note</b><br />We",https://a0.muscache.com/pictures/c209f912-6c71-4ca4-9e7e-5529951cc8d9.jpg,66406177,https://www.airbnb.com/users/show/66406177,Jay,1,Singapore River,Central Region,1.29589,103.83195,0.5,6,220.0,t,0,,144,0.0,47.146443000000005
41703280,https://www.airbnb.com/rooms/41703280,Rental unit in Singapore · 2 bedrooms · 3 beds · 2 baths,"Located right at the start of the ethnic enclave of Little India, enjoy these stylish and premium 2-bedroom space comes with a wide range of facilities and amenities. Close to plenty of Indian restaurants, famous Mustafa centre, Haji lane and various attractions. Close proximity of Rochor and Little India MRT Stations makes it an easy access to other areas.<br /><br /><b>The space</b><br />Spread across in the area of 936 sq.ft. feel the Indian culture outside and premium hospitality inside. Witness the utmost luxury apartments located in one of the most popular location of Singapore.<br /><br />Carefully designed 2-bedroom gives you a combination of studio and 1-bedroom apartment with  a common entrance and makes it a beautiful set-up for your friends and family. <br /><br />Separate living & dining space, enjoy a full queen & 2-single size beds with en-suite modern bathrooms, a well-equipped modern kitchen along with home appliances.<br /><br />Enjoy complimentary internet, TV with l",https://a0.muscache.com/pictures/53a45fbf-ed71-4021-9532-7eda11877e7d.jpg,156409670,https://www.airbnb.com/users/show/156409670,Tushita,0,Rochor,Central Region,1.30602,103.851,0.5,4,450.0,t,0,,137,0.0,44.652806
41722716,https://www.airbnb.com/rooms/41722716,Condo in Katong · 1 bedroom · 1 bed · 1 bath,"The property is situated in Katong neighbourhood, which is famous for its colourful Peranakan shophouses and communities. The property is minutes away from East Coast Park, Singapore's largest beach park, and shopping malls such as I12 Katong Mall, Parkway parade, and Katong Shopping Centre. The apartments are fully air-conditioned with high speed broadband Internet, complimentary TV Channels, 24-hour security and utility allowance up to $150.<br /><br /><b>The space</b><br />This cozy one bedroom apartment is located in the one of the most cultural part of Singapore, the Katong neighbourhood. Highlighting the iconic colourful Peranakan shophouses, lots of local eats and hipster hangouts, this area is a truly relaxing neighbourhood to soak up the best of Singapore. <br /><br />The apartment comes with living area, open concept kitchen, a study, one bedroom with comfortable queen size bed, en-suite bathroom, a balcony, and a wardrobe.<br /><br />The apartment comes fully furnished inclu",https://a0.muscache.com/pictures/2dead46e-5a53-4982-93a9-96af814e427d.jpg,66406177,https://www.airbnb.com/users/show/66406177,Jay,1,Marine Parade,Central Region,1.30712,103.89969,0.5,2,100.0,t,1,5.0,144,100.0,90.964739
41753013,https://www.airbnb.com/rooms/41753013,Serviced apartment in Singapore · 1 bedroom · 1 bath,"The ideal accommodation for business and leisure travelers looking for comfort & convenience. Perfect for Work-From-Home with high speed Internet, lay back in your luscious yet functional room with a king-sized bed & work table. Furnished with stylish fittings, create a memorable and pleasurable stay in our Studio Apartment. With vibrant interiors and modern amenities, experience this luxury living at your urban home in the city.<br /><br />*3 - 5 minutes walk to Bras Basah, Cityhall & Bugis MRT*<br /><br /><b>The space</b><br />Our Studio apartment is the perfect accommodation for short- or long-term travelers. <br /><br />Located in the city center offering irresistible view of Singapore, each apartment has a king-sized bed, fully-equipped kitchen and washing machine. <br /><br />Here's a list of of things we provide to our guest/s:<br />- Elevator on every floor<br />· Bedroom 1: King bed<br />- Fresh linen and towels are provided / Housekeeping service<br />- Air conditioning / Mai",https://a0.muscache.com/pictures/miso/Hosting-41753013/original/f2e3622b-30a0-448f-ab75-61c7ada76c5c.jpeg,148161755,https://www.airbnb.com/users/show/148161755,Jan,0,Rochor,Central Region,1.29701,103.85215,0.5,2,175.0,t,1,4.0,29,100.0,53.86272
41777146,https://www.airbnb.com/rooms/41777146,Condo in Singapore · 1 bedroom · 5 beds · 2 shared baths,"Message me to view! :)<br /><br />River Valley Zen common room - Rest well from day one <br /><br />This room comes fully furnished, with weekly housekeeping, wifi and utilities already included in your monthly fee. The condo itself has a gym, pool, sauna, jacuzzi, bbq pits, tennis court, and clubhouse.<br /><br />The room is $1500 Monthly<br /><br /><b>The space</b><br />3 Months minimum stay",https://a0.muscache.com/pictures/123e526a-5af3-4562-85d7-91045aa4c592.jpg,330072721,https://www.airbnb.com/users/show/330072721,The Crib,0,Singapore River,Central Region,1.29623,103.83217,0.25,5,55.0,f,0,,1,0.0,0.8918754999999999
41804607,https://www.airbnb.com/rooms/41804607,Serviced apartment in Singapore · 3 bedrooms · 3 beds · 2 baths,"The property is strategically located near a few major hospitals in Singapore, Tan Tock Seng Hospital, Mount Elizabeth Novena. The property is an ideal choice for medical tourists and leisure guest as well<br /><br /><b>The space</b><br />3 bedroom, living room , dining room and kitchen<br />Gym, Swimming pool<br /><br />Total area 117sqm<br /><br /><b>Guest access</b><br />The guest would have access to gym, swimming pool, BBQ PIT, playground and complete apartment<br /><br /><b>Other things to note</b><br />One time deposit will be required at the time of check in which will be refunded after the utility bill will be generated . <br /><br />Utilities upto $150 will be included<br /><br />Extra charges for Pet may apply <br /><br />Only for residential use",https://a0.muscache.com/pictures/2503e6b8-05d4-44ba-a3c1-281a9fcc9b38.jpg,238891646,https://www.airbnb.com/users/show/238891646,Neha,0,Novena,Central Region,1.32813,103.84965,0.5,6,300.0,t,0,,121,0.0,39.71617200000001
41848009,https://www.airbnb.com/rooms/41848009,Rental unit in Singapore · 2 bedrooms · 1 bed · 2 baths,"This flat is ideal for immersing in local housing environment. Flat is newly renovated and all furniture are all high quality. There are tennis, squash, bball courts around the vicinity plus the night view out of this flat is dope. Please don’t hesitate to get in touch to find out more about the flat if you have any questions! I speak French and Portuguese and mandarin.",https://a0.muscache.com/pictures/ac6f0aa8-96fd-4eed-9c36-f4afdaf1e931.jpg,105253694,https://www.airbnb.com/users/show/105253694,Linda,0,Kallang,Central Region,1.31983,103.86112,0.25,2,101.0,t,0,,1,0.0,0.5563705
41889066,https://www.airbnb.com/rooms/41889066,Boutique hotel in Singapore · 1 bedroom · 2 beds · 1.5 baths,"K2 Guesthouse is situated near NUS/NUH & Buona Vista. The nearest MRT is Haw Par Villa, a 15 mins walk from the Hotel. All rooms are beautifully furnished with complete clean linens and a clean attached bathroom. Coffee, water, and Tea are provided.<br /><br />There’s a shared lobby pantry area for sitting and mingling after work, it's a nice outdoor area for a beer after the hot weather cools off!<br /><br />Please Note: Complimentary Breakfast is served daily from 7:00 AM - 10:AM.<br /><br /><b>The space</b><br />There is a patio/gazebo where guests can relax, eat and have a drink. Right across us there is a supermarket, asian food and bars.<br /><br />***For as low as $150sgd+ you and you're friends can now enjoy  BBQ Party! with our BBQ Pit Rental (gas operated).<br /><br /><b>Guest access</b><br />Guest’s are permitted to access these places outside their room:<br />- Outdoor gazebos at the first floor lobby<br />- Hallway / Corridor <br /><br />Anywhere else is strictly not allow",https://a0.muscache.com/pictures/miso/Hosting-41889066/original/7e517c60-23c4-4a10-a6f1-7ed0b1e851f8.jpeg,1439258,https://www.airbnb.com/users/show/1439258,Kay,0,Queenstown,Central Region,1.2823,103.78702,0.25,2,174.0,t,1,4.0,51,100.0,60.947956500000004
41916277,https://www.airbnb.com/rooms/41916277,Condo in Tanjong Pagar · 1 bedroom · 1 bath,"Located at the heart of Singapore’s Central Business District, The Clift places the modern professional right in the middle of the city’s buzz. Enjoy a wide variety of entertainment hotspots and dining options within walking distance; from conserved shophouses and historic buildings to artisan cafés selling local delights, Telok Ayer has fast become one of the freshest destinations for F&B in the city.<br /><br /><b>The space</b><br />The apartment comes fully furnished including the following amenities: <br />- Complimentary Wifi<br />- Queen Size Bed <br />- Sofa <br />- Air-conditioning<br />- Curtain<br />- Microwave /Oven<br />- Stove<br />- Electric Kettle <br />- Refrigerator (with Freezer)<br />- Wine Chiller<br />- TV<br />- Shower Amenities<br />- Iron<br />- Hair Dryer <br />- Kitchen Cutleries/Utensils <br />- Balcony furniture<br />- Washer and Dryer<br />- Hangers<br /><br /><b>Other things to note</b><br />We like to make every one of our guests feel at home. To make you",https://a0.muscache.com/pictures/miso/Hosting-41916277/original/b6fbead0-3d88-449b-8241-149780ef1be0.jpeg,66406177,https://www.airbnb.com/users/show/66406177,Jay,1,Downtown Core,Central Region,1.27874,103.84688,0.5,2,151.0,t,2,5.0,144,100.0,91.035375
41926070,https://www.airbnb.com/rooms/41926070,Home in Singapore · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,"I'm an Australian born Singaporean living with my wife Joyce from Canada and our lovely dog Kirra. I'm renting out a lovely room in a Black and white in Balestier. Your welcome to use all the amenities in the house except our personal toilet and office space. <br />The spacious room comes with personal toilet and shower. You'll be fully welcome to use the fridge, cooking utensils, our luxurious living room & outdoor garden.<br />Look forward to a great welcome and stay.<br /><br /><b>The space</b><br />Big a comfortable space will full amenities.<br /><br /><b>Guest access</b><br />Front Gate, Locked door. No parking available but you can pay for parking close by at blk 113B. There's a supermarket just 5 mins walk from the place. Boon Keng MRT is just 5 mins away and there's a bus stop directly outside the house.<br /><br /><b>During your stay</b><br />You can always whats app me.<br /><br /><b>Other things to note</b><br />Its really spacious with high ceiling and big indoor space. Im",https://a0.muscache.com/pictures/e96073f3-5e0f-4ede-881c-ecda5130aaf3.jpg,256124492,https://www.airbnb.com/users/show/256124492,Pav,0,Kallang,Central Region,1.32201,103.85756,0.25,1,82.0,t,4,3.75,1,100.0,44.9220795
41940620,https://www.airbnb.com/rooms/41940620,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 1 bath,"The property is a 6-minute walk from Bishan MRT, it is strategically situated at the city fringe, a mere 13-minute drive from Orchard Road Shopping Belt, Mount Elizabeth Hospital, Singapore Botanic Gardens, and Tanglin, where various embassies are located.<br /><br /><b>The space</b><br />The apartment has a living room, dining room, balcony, 2 bedrooms and one bathroom<br /><br /><b>Guest access</b><br />The guest will have access to swimming pool, gym and the complete apartment<br /><br /><b>Other things to note</b><br />One time security deposit will be required at the time of Checkin <br />The utility bills upto $150 SGD will be included.<br />Only for residential use NO parties allowed.<br />NO access to Tennis court",https://a0.muscache.com/pictures/ee53e98a-d072-4f2c-a4ca-937e4a498f94.jpg,238891646,https://www.airbnb.com/users/show/238891646,Neha,0,Bishan,Central Region,1.35297,103.85176,0.5,4,350.0,t,1,4.0,121,0.0,39.563138
41942466,https://www.airbnb.com/rooms/41942466,Boutique hotel in Singapore · 1 bedroom · 1 bed · 1 private bath,"Blending classic comforts and modern charms, the elegantly-appointed Loft rooms are 2-storeys of residential bliss with a separate living space.<br /><br /><b>The space</b><br />Housed in a heritage 1920s Art Deco building, we merge old world charm with modern day comforts. Close to everything yet delightfully off the beaten track, you are mere minutes from the bustling city centre while being immersed in the historic urban montage of Little India. Conscientiously designed for the modern traveller, our curated spaces cater to every journey.<br /><br />It's more than a stay, it's a way of life.<br /><br /><b>Guest access</b><br />With 19 out of 29 contemporary rooms fitted with kitchens and the conveniences of home, stay with flexibility for short trips and comfort for extended stays.",https://a0.muscache.com/pictures/miso/Hosting-41942466/original/cce323b2-a78c-4d6a-b717-9b6c251ad1aa.jpeg,265978206,https://www.airbnb.com/users/show/265978206,Wanderlust,0,Rochor,Central Region,1.30583,103.85355,0.25,2,190.0,t,0,,1,0.0,0.5563705
41948477,https://www.airbnb.com/rooms/41948477,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,"+ Corner room<br />+ Huge heritage conserved windows overlooking neighbourhood<br />- Airconditioned Singlebed room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided. <br />- Free access to wifi 1gbps<br />- This is a room within a guest-house like apartment with 7 occupants<br /><br /><b>The space</b><br />+ Corner room<br />+ Huge heritage conserved windows overlooking neighbourhood<br />- Airconditioned Singlebed room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Bedsheet and Pillow provided. <br />- Free access to wifi 1gbps<br />- This is a room within a guest-house like apartment with 7 occupants<br /><br /><b>Guest access</b><br />- 24hr checkin via door code, No curfews (but do keep noise level down after 12am)<br />- Light cooking using shared microwave, induction cooker in kitchen<br />- Unlimited high speed wireless broadband usage <br />- Unlimited usag",https://a0.muscache.com/pictures/miso/Hosting-41948477/original/a90ab162-9140-4bff-b990-d01a2b01fbf2.jpeg,97878860,https://www.airbnb.com/users/show/97878860,Chess,0,Kallang,Central Region,1.31053,103.86003,0.25,1,49.0,t,0,,62,0.0,20.1181945
41970974,https://www.airbnb.com/rooms/41970974,Rental unit in Singapore · 1 bedroom · 1 bed · 1 bath,"Located at Enggor Street, the property is within walking distance from Tanjong Pagar MRT and Outram Park MRT.<br /><br /><b>The space</b><br />37sqm<br /><br /><b>Guest access</b><br />Guest has access to the complete apartment for their use<br /><br /><b>Other things to note</b><br />For residential purpose only, <br /><br />One time security deposit is required at the time of checkin, which is fully refundable.<br /><br />Damages should be immediately informed to the operations team <br /><br />Utilities upto $150 are incuded.",https://a0.muscache.com/pictures/1ed24b27-ea2d-4d60-89e8-c7d8dddacd96.jpg,238891646,https://www.airbnb.com/users/show/238891646,Neha,0,Downtown Core,Central Region,1.27548,103.84497,0.5,2,243.0,t,0,,121,0.0,39.268832
41994916,https://www.airbnb.com/rooms/41994916,Condo in Singapore · Studio · 2 beds · 1 bath,"A nice cosy studio apartment situated in the heart of Orchard Rd along River Valley , it’s a stone throw away from Singapore’s booming nightlife and a 5 min walk to major shopping districts<br /><br /><b>The space</b><br />It’s a small lovely place in the heart of Singapore . It’s a 3 min walk to the Singapore River , close to Clarke Quay, Orchard Rd, Somerset<br /><br /><b>Guest access</b><br />B1 of RV Point. Lift access and staircase access",https://a0.muscache.com/pictures/2c6da152-05fe-4bd5-98e1-ecf1124c1027.jpg,332603122,https://www.airbnb.com/users/show/332603122,Nich,0,River Valley,Central Region,1.29433,103.84125,0.5,4,148.0,f,0,,1,0.0,0.7902220000000001
42011728,https://www.airbnb.com/rooms/42011728,Condo in Singapore · 4 bedrooms · 4 beds · 3 baths,"Full condominium facilities; swimming pool, gym, tennis court, basketball court. <br />Nearby amenities; Bishan MRT station, shopping center, coffee shop, public library<br /><br /><b>The space</b><br />Clean, private rooms with co-living environment, brand new furniture, WiFi and weekly cleaning, regular AC servicing<br /><br /><b>During your stay</b><br />Monday - Friday, 8am to 11pm.",https://a0.muscache.com/pictures/05d0352f-1514-46f8-8815-abfad2aad0cb.jpg,332871273,https://www.airbnb.com/users/show/332871273,Ray,0,Bishan,Central Region,1.34622,103.84229,0.25,6,1250.0,f,0,,1,0.0,1.0037105
42079889,https://www.airbnb.com/rooms/42079889,Boutique hotel in Bugis · ★4.41 · 1 bedroom · 2 beds · 1 private bath,"ST Signature Bugis Beach is located in Singapore’s city center and is less than 10 minutes walk away from Bugis, City Hall and Esplanade MRT Stations. You can find Marina Bay Sands, Kampong Glam, Bugis Village, religious places of worship, National Library and other cultural attractions nearby. Key office buildings and major shopping malls like DUO Tower, Bugis Junction, Suntec City, Millenia Tower, are within walking distance.<br /><br /><b>The space</b><br />Private Cabin Twin ( 9 sqm) is equipped with 2 single beds without window, suitable for 2 adults. In room amenities include TV, bathroom, towels, safe, vanity area and writing table with chair.<br /><br />It boasts a communal kitchen called Cook Lab with daily free premium 100% Arabica coffee and a communal area at the Hall. Being a co-living hotel, feel free to mingle with other guests at the pockets of space. Complimentary Wi-Fi is available throughout your stay with bathroom in your private cabin. This is indeed the ideal choi",https://a0.muscache.com/pictures/miso/Hosting-42079889/original/1e870bd5-6951-43b5-974c-d603442c1385.jpeg,333673909,https://www.airbnb.com/users/show/333673909,Linda,0,Downtown Core,Central Region,1.29647,103.8577,0.25,2,190.0,t,51,4.41,3,82.35294117647058,41.199726852941176
42081657,https://www.airbnb.com/rooms/42081657,Boutique hotel in Bugis · ★4.44 · 1 bedroom · 2 beds · 1 private bath,"ST Signature Bugis Beach is located in Singapore’s city center and is less than 10 minutes walk away from Bugis, City Hall and Esplanade MRT Stations. You can find Marina Bay Sands, Kampong Glam, Bugis Village, religious places of worship, National Library and other cultural attractions nearby. Key office buildings and major shopping malls like DUO Tower, Bugis Junction, Suntec City, Millenia Tower, are within walking distance.<br /><br /><b>The space</b><br />Private Cabin is equipped ( 11 sqm) with 1 double bed and 1 bunk bed (2 single beds) with window, suitable for 4 adults. In room amenities include TV, bathroom, towels, safe, vanity area and writing table with chair.<br /><br />It boasts a communal kitchen called Cook Lab with daily free premium 100% Arabica coffee and a communal area at the Hall. Being a co-living hotel, feel free to mingle with other guests at the pockets of space. Complimentary Wi-Fi is available throughout your stay with bathroom in your private cabin. This i",https://a0.muscache.com/pictures/miso/Hosting-42081657/original/9efd4fd1-b0ad-40f1-b365-da6d686ac579.jpeg,333673909,https://www.airbnb.com/users/show/333673909,Linda,0,Downtown Core,Central Region,1.29656,103.85775,0.25,4,288.0,t,216,4.44,3,87.03703703703704,55.148473018518516
42084241,https://www.airbnb.com/rooms/42084241,Rental unit in Singapore · 1 bedroom · 1 bed · 0 shared baths,Fully furnishe spacious bedroom. Centralised location. Very near to town and convenient with public transports within walking distance.,https://a0.muscache.com/pictures/4a974c8b-33d4-44ca-aec0-2a83535381f4.jpg,333718073,https://www.airbnb.com/users/show/333718073,Tamilselvi,0,Bishan,Central Region,1.34377,103.85202,0.25,2,103.0,f,0,,1,0.0,0.5563705
42085924,https://www.airbnb.com/rooms/42085924,Rental unit in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,"This is an extremely spacious room on the second floor of an original and quaint 3-storey walk up apartment block in a quiet and peaceful neighbourhood in the Central East region of Singapore, 5 minutes walk to the Paya Lebar MRT, and 6 MRT stops from Changi Airport. This is a very interesting neighbourhood full of history, good eateries, cafes, and bars.<br /><br /><b>The space</b><br />This listing is for a large private room in an original and charming 1970’s walk up apartment in a quiet and peaceful area between Geylang and Paya Lebar,  fully furnished throughout with one-of-a-kind vintage 1960's furniture, many of which we have either refurbished ourselves, or upcycled. We’ve refurbished and retained most of the original features of this old apartment.<br /><br />This room will be suitable for chill / easy going guests looking for a unique and fuss free stay. You will be sharing the common area with other guests should there be any. Otherwise you will have the entire apartment to ",https://a0.muscache.com/pictures/994fa7a2-43fc-4b62-a431-4ba77c6feaa4.jpg,9899270,https://www.airbnb.com/users/show/9899270,Peir,0,Geylang,Central Region,1.31368,103.8915,0.25,2,125.0,t,0,,6,0.0,2.1689654999999997
42104353,https://www.airbnb.com/rooms/42104353,Boutique hotel in Singapore · 1 bedroom · 1 bed · 1.5 shared baths,"Featuring a modern chic décor, the Deluxe Room with Window is fitted with a timeless artwork that inspires a bespoke boutique hotel feel, STC 45-rated acoustic walls, air-conditioning, a queen-sized bed with comfy, quality linens, a personalised IPTV system, and convenient touch points. The bathroom comes with a rain shower and high-end German sanitaryware.<br /><br /><b>The space</b><br />Perfect for those who are looking for an #aesthetic stay that is perfect for the 'gram.",https://a0.muscache.com/pictures/c5ff7ed8-bd3b-42d6-bf01-dc6aa7358526.jpg,319117748,https://www.airbnb.com/users/show/319117748,Bryan,0,Outram,Central Region,1.28146,103.84125,0.25,2,310.0,t,0,,4,0.0,1.5239275
42104603,https://www.airbnb.com/rooms/42104603,Boutique hotel in Singapore · 1 bedroom · 1 bed · 1.5 baths,"Featuring a modern chic décor, the Junior Suite is fitted with a timeless artwork that inspires a bespoke boutique hotel feel, STC 45-rated acoustic walls, air-conditioning, a queen-sized bed with comfy, quality linens, a personalised IPTV system, and convenient touch points. The bathroom comes with a rain shower and high-end German sanitaryware.<br /><br /><b>The space</b><br />Hotel Soloha’s Suite with Outdoor Tub features a great spacious space for a quick getaway right smack in the middle of the lion city. Large mirrors inside the room for the 'gram, and even a luxurious outdoor tub which you can soak your time away.",https://a0.muscache.com/pictures/67f046c7-f7ab-40f2-bfa8-716e399ea266.jpg,319117748,https://www.airbnb.com/users/show/319117748,Bryan,0,Outram,Central Region,1.28152,103.84099,0.25,2,355.0,t,1,5.0,4,100.0,45.7895635
42124141,https://www.airbnb.com/rooms/42124141,Serviced apartment in Singapore · 2 bedrooms · 2 beds · 2 baths,"After a day of exploring the beautiful city, retire to Somerset Bencoolen Singapore to refresh yourself. The serviced residence is fitted with amenities designed to cater to all your needs.<br /><br />Somerset residents are given full access to a comprehensive list of amenities available in-house. Guests can unwind by working up a sweat in the on-site gymnasium, prepare for the next leg of travels by making use of the on-site launderette or take a refreshing dip in the rooftop pool.<br /><br /><b>Other things to note</b><br />Please be informed that this property is going through a refurbishment. There will be ongoing renovation works on weekdays between 9am to 6pm. Do expect some noise disturbance from the works which are expected to be completed by Q3 2020. Facilities such as the Children’s playground, Jacuzzi and Children’s playroom will be temporarily closed till Q3 2020. We apologise for any inconvenience. Throughout this period, business will continue as usual.",https://a0.muscache.com/pictures/c3db9303-8ea5-4f09-9785-48ef3d009449.jpg,329805371,https://www.airbnb.com/users/show/329805371,Somerset,0,Rochor,Central Region,1.30056,103.85104,0.5,4,793.0,t,0,,1,0.0,0.7902220000000001
42144452,https://www.airbnb.com/rooms/42144452,Rental unit in Singapore · 1 bedroom · 1 bed · 3 shared baths,"- Airconditioned Queenbed room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Basic Bedsheet & towel<br />- Free access to wifi 1gbps<br />- This is a private room within shared apartment of 7 occupants<br />- 3 shared bathrooms<br /><br /><b>The space</b><br />- Airconditioned Queenbed room, wardrobe, desk, chair<br />- Lockable Room & Fully Private (no sharing with strangers)<br />- Basic Bedsheet & towel<br />- Free access to wifi 1gbps<br />- This is a private room within shared apartment of 7 occupants<br />- 3 shared bathrooms<br /><br /><b>Guest access</b><br />- 24hr checkin via door code, No curfews (but do keep noise level down after 12am)<br />- Light cooking using shared microwave, induction cooker in kitchen<br />- Unlimited high speed wireless broadband usage <br />- Unlimited usage of washer + dryer<br />- Self service kettle (shared) for hot water<br />- Iron and board (shared)<br /><br /><b>During your stay</b><br />- As ",https://a0.muscache.com/pictures/d172445e-dfd8-45d4-bd7e-4dae57f4dbc3.jpg,8948251,https://www.airbnb.com/users/show/8948251,Joey,0,Kallang,Central Region,1.30963,103.86018,0.25,1,49.0,t,1,5.0,70,100.0,66.9639825
42184804,https://www.airbnb.com/rooms/42184804,Hotel in Singapore · Studio · 1 bed · 1 bath,"Entertainment space in hotel basement for rent. Suitable for birthday parties, meetings, church gatherings, networking sessions etc.<br /><br />Amenities include wifi, aircon, tables, chairs, kitchen and handicap washroom. <br /><br />Rental period is for 6 hours anytime between 8am to 11pm.<br /><br />Please take note this is an event space booking, no overnight stays are allowed.<br /><br /><b>The space</b><br />Hotel located in Pasir Panjang road, near NUS.<br /><br /><b>License number</b><br />M1234",https://a0.muscache.com/pictures/d2765fb6-f9f8-4aa1-8849-6dfd796baa3b.jpg,326090835,https://www.airbnb.com/users/show/326090835,Quay,0,Queenstown,Central Region,1.29321,103.7691,0.25,15,200.0,t,0,,4,0.0,2.9777825
